created_at,text
2019-03-05 07:04:37,"['rt', '@', 'candraasmara85', ':', 'edo', 'kondologit', ':', 'sy', 'dukung', '@', 'jokowi', 'krena', 'bliau', 'pemimpin', 'yg', 'sgt', 'merakyat', ',', 'bliau', 'adlh', 'kita', '&', 'amp', ';', 'sdh', 'trbukti', 'kinerjanya', '.', 'sy…']"
2019-03-05 07:04:36,"['rt', '@', 'budimandjatmiko', ':', 'survei', 'roy', 'morgan', ':', 'di', 'pedesaan', ',', 'jokowi', '63,5', '%', '&', 'amp', ';', 'prabowo', '36,5', '%', '|', 'https', ':', '//t.co/agi3jkpttk', 'https', ':', '//t.co/2h2lzp2u2a']"
2019-03-05 07:04:36,"['rt', '@', 'xcintakiehlx', ':', 'jadi', 'presiden', 'itu', 'berat', '!', 'biar', 'pak', '@', 'jokowi', 'saja', '!', '👍', 'https', ':', '//t.co/5inzxk5aeq']"
2019-03-05 07:04:35,"['rt', '@', 'merdekadotcom', ':', 'ketua', 'dpr', 'soal', 'kartu', 'prakerja', 'jokowi', ':', 'harusnya', 'apresiasi', ',', 'bukan', 'malah', 'nyinyir', 'https', ':', '//t.co/0wlawijscx']"
2019-03-05 07:04:35,"['rt', '@', 'santripanglima', ':', 'kemnaker', '@', 'hanifdhakiri', 'gandeng', '1.000', 'blk', 'komunitas', 'untuk', 'cetak', 'wirausahawan', '...', '✍', '#', 'sdmpremium', '#', '01indonesiamaju', '@', 'jokowi…']"
2019-03-05 07:04:35,"['@', 'fadlizon', '@', 'jokowi', 'ijin', 'pak', '@', 'ekosandjojo', 'ada', 'aduan', 'infestruktur', 'dari', 'om', '@', 'fadlizon', 'mohon', 'di', 'perbaikin', 'jalan', 'nya', 'pak', 'maaf']"
2019-03-05 07:04:34,"['pendampingan', 'rapat', 'perangkat', 'desa', 'jejangkit', 'pasar', 'bersama', 'bpd', 'jejangkit', 'pasar', 'kec', '.', 'jejangkit', 'kab', '.', 'barito', 'kuala', 'prov…', 'https', ':', '//t.co/wmwcsdl4di']"
2019-03-05 07:04:33,"['rt', '@', 'xcintakiehlx', ':', 'jadi', 'presiden', 'itu', 'berat', '!', 'biar', 'pak', '@', 'jokowi', 'saja', '!', '👍', 'https', ':', '//t.co/5inzxk5aeq']"
2019-03-05 07:04:33,"['rt', '@', 'inggitpramesw', ':', '@', 'ratunyirnyir', '@', 'jokowi', '@', 'kataviona', '@', 'indrilestaris', '@', 'adanadiatuh', '@', 'namanyamini', '@', 'thegacoor', '@', 'butetnakal', 'inilah', 'bukti', 'kalo', 'kerja…']"
2019-03-05 07:04:33,"['@', 'moel54429954', '@', 'detikfinance', '@', 'detikcom', '@', 'jokowi', 'justru', 'krn', 'belum', ',', 'kok', 'pada', 'dungu', 'ya', ',', 'klo', 'sdh', 'maju', 'ya', 'ga', 'ush', 'punya', 'pem…', 'https', ':', '//t.co/0fnwgvjqti']"
2019-03-05 07:04:33,"['rt', '@', 'jansen_jsp', ':', 'hehe', '.', 'coba', 'lihat', 'ulang', 'vlogku', 'kemarin', '.', 'masih', 'ada', 'kok', 'itu', 'di', 'tl', '.', 'aku', 'hanya', 'ngomong', '``', 'lihat', 'ini', 'pak', 'jokowi', ""''"", '.', 'sama', 'seperti', 'misa…']"
2019-03-05 07:04:32,"['kubu', 'jokowi', 'melobi', 'ustaz', 'abdul', 'somad', 'tidak', 'merapat', 'ke', 'prabowo-sandi', 'https', ':', '//t.co/tb2mubozgg']"
2019-03-05 07:04:32,"['yakinkan', 'ulama', 'aceh', ',', 'surya', 'paloh', ':', 'jokowi', 'tidak', 'anti-islam', 'https', ':', '//t.co/mtegzqvnjk', 'https', ':', '//t.co/oakxwio4g0']"
2019-03-05 07:04:31,"['rt', '@', 'sudjiwotedjo', ':', 'yth', 'pak', 'jokowi', 'dan', 'pak', 'probowo', ',', 'bagaimana', 'sampeyan', 'nanti', 'kalau', 'terpilih', 'jadi', 'presiden', '2019', 'bila', 'makin', 'banyak', 'generasi', 'mud…']"
2019-03-05 07:04:31,"['rt', '@', 'r_gun4w4n', ':', 'selamat', 'berjuang', 'pak', '@', 'ekosandjojo', 'semoga', 'sukses', 'mewakili', 'masyarakat', 'bengkulu', 'mewujudkan', 'indonesia', 'maju', '...', '✊', 'satukan', 'indones…']"
2019-03-05 07:04:30,"['@', 'inggitpramesw', '@', 'jokowi', '@', 'kataviona', '@', 'indrilestaris', '@', 'adanadiatuh', '@', 'namanyamini', '@', 'thegacoor', '@', 'butetnakal', 'betul', 'kak', 'jaman', 'u…', 'https', ':', '//t.co/7t1incn5d2']"
2019-03-05 07:04:30,"['rt', '@', 'indonesiakitaco', ':', 'surya', 'paloh', 'beri', 'isyarat', 'pesimis', 'jika', 'jokowi', 'kalah', ',', 'rizal', 'ramli', ':', 'kok', 'ada', 'argumen', 'konyol', 'dan', 'nakutin', '?', 'https', ':', '//t.co/0od…']"
2019-03-05 07:04:29,"['rt', '@', 'kafiradikal', ':', '...', 'setelah', 'gua', 'periksa', 'sekitar', '20an', 'tl', 'buzzer', 'jokowi', ',', 'luar', 'biasa', 'kompak', 'kemakan', 'hoax', 'pemprov', 'dki', 'nambah', 'saham', 'di', 'perusahaa…']"
2019-03-05 07:04:28,"['rt', '@', 'uki23', ':', '😇', 'ahok', 'itu', 'apa', '?', '😡', 'kafir', '!', '😇', 'kalau', 'rocky', 'gerung', '?', '😡', 'non', 'muslim', '!', '😇', 'bro', ',', 'jokowi', 'jadi', 'imam', 'salat', 'lho', '!', '😡', 'itu', 'riya', '!', 'salat', 'itu', 'ga', 'boleh…']"
2019-03-05 07:04:28,"['nahh', 'sekarang', 'sudah', 'tau', 'kan..', 'pak', 'jokowi', 'itu', 'mengerti', 'aturan', ',', 'tidak', 'mungkin', 'beliau', 'melanggar', 'aturan..', '!', '!', '…', 'https', ':', '//t.co/e6w47hw6d8']"
2019-03-05 07:04:28,"['@', 'detikcom', '@', 'jokowi', '@', 'detikfinance', 'at', 'least', 'maybe', ',', 'drpd', 'pajak', 'dr', 'rakyat', 'dikorupsi', '🤙']"
